name,capital,tax_rate,sector,radius,x,y
Johnson Controls Inc.,22781,32,Consumer products,5.1317478504,538.9627133025,1092.3615792721
"Harley-Davidson, Inc.",11532,32,Consumer products,3.6511631024,534.4541585149,1083.6810929436
The Estée Lauder Companies Inc.,24896,32,Consumer products,5.3646785551,555.9458315345,1089.1646235886
Family Dollar Stores Inc.,6878,32,Consumer products,2.8197460879,545.0021748926,1077.5874829869
The Washington Post Company,3258,32,Consumer products,1.9406823542,540.6006042043,1081.3036995094
Target Corp.,44422,33,Consumer products,7.1660192576,567.4537564282,1097.4790483244
"Viacom, Inc.",32442,33,Consumer products,6.123965382,532.0806524988,1102.5010889957
"Coach, Inc.",14039,33,Consumer products,4.0285337283,546.288818316,1085.3276692858
"Scripps Networks Interactive, Inc.",9925,33,Consumer products,3.3872260037,552.3198623222,1079.4593001495
Dollar General Corporation,16479,33,Consumer products,4.3645989506,561.3363911851,1079.8939379714
Hormel Foods Corporation,10674,34,Consumer products,3.512711773,578.3069971125,1101.7925968632
The J. M. Smucker Company,10543,34,Consumer products,3.4910898012,586.0585787349,1094.581437363
Reynolds American Inc.,24706,35,Consumer products,5.3441684105,587.8543620284,1104.2474448907
"Beam, Inc.",9808,35,Consumer products,3.3672018057,578.2792395453,1093.5171559176
"Tyson Foods, Inc.",8427,36,Consumer products,3.1211555552,612.2925450684,1100.693497445
"Dollar Tree, Inc.",10563,36,Consumer products,3.4943995192,618.9281106432,1104.4296655257
International Game Technology,4289,36,Consumer products,2.2266755489,614.0083496328,1091.7019762119
"Lorillard, Inc.",15598,38,Consumer products,4.2463264123,643.7387471375,1105.7480520816
Genuine Parts Company,12061,38,Consumer products,3.7339678627,650.5617418915,1097.9174711547
The Hershey Company,19103,39,Consumer products,4.6992624953,653.6313992424,1106.8359212713
"Dr Pepper Snapple Group, Inc.",9521,39,Consumer products,3.317570798,642.5371275667,1097.2692961484
"ConAgra Foods, Inc.",14421,40,Consumer products,4.0829739162,676.932938581,1092.2324504104
The Clorox Company,11441,40,Consumer products,3.6367287499,683.1894491326,1085.4454507315
Monster Beverage Corporation,8610,40,Consumer products,3.154862913,675.0594952227,1084.2114376993
News Corp.,73032,41,Consumer products,9.1883073523,690.3837106815,1097.2497571492
Altria Group Inc.,70631,43,Consumer products,9.0360077468,723.068342458,1093.3729031296
Sysco Corporation,20017,44,Consumer products,4.8103692166,752.6280187205,1094.7306645125
Apollo Group Inc.,1875,44,Consumer products,1.4722431864,746.0336437871,1088.7420632949
Avon Products Inc.,8906,48,Consumer products,3.2086346006,818.7754622121,1099.1459997437
"Mondelez International, Inc.",53767,53,Consumer products,7.8838221695,937.9024770534,1100.0247024531
Constellation Brands Inc.,8921,53,Consumer products,3.2113355477,929.4721335492,1091.3524747271
"Harman International Industries, Incorporated",2906,72,Consumer products,1.8328491482,921.069070913,1097.9164757068
Goodyear Tire & Rubber Co.,3052,92,Consumer products,1.8783269151,925.699700705,1097.053275751
Equity Residential,18880,0,Financials,4.6717534182,25.9064273948,1200.0384011216
"HCP, Inc.",23427,1,Financials,5.2039996157,19.4228874382,1208.768943138
"Health Care REIT, Inc.",18343,1,Financials,4.6048352848,12.9317374054,1200.1270444089
Leucadia National Corporation,10167,5,Financials,3.4282724513,86.313082441,1206.2098062748
Kimco Realty Corporation,9395,5,Financials,3.2955454784,85.4246397736,1198.5381578771
Vornado Realty Trust,16418,6,Financials,4.3565132847,119.9273322589,1200.3666200264
E*TRADE Financial Corporation,2890,7,Financials,1.8277964876,118.1258523428,1193.4129607628
American Tower Corporation,31253,8,Financials,6.0106961327,153.5352424394,1202.4433040275
Host Hotels & Resorts Inc.,12841,8,Financials,3.852816632,150.9852631124,1191.8843834099
"The PNC Financial Services Group, Inc.",34914,12,Financials,6.3529980324,220.0643377094,1194.3430730796
"Ameriprise Financial, Inc.",14662,17,Financials,4.116949356,286.3581784424,1196.9253976229
State Street Corporation,26415,18,Financials,5.5259153088,320.2013433884,1195.2241410761
U.S. Bancorp,62798,21,Financials,8.5202399027,354.5753052182,1192.2643967563
Wells Fargo & Company,195238,22,Financials,15.0231530645,381.1042756891,1178.3873608115
Berkshire Hathaway Inc.,259564,23,Financials,17.3221241192,391.7280580857,1209.9928869459
American Express Company,72290,24,Financials,9.14151191,421.8346497386,1191.7237271657
M&T Bank Corporation,13014,26,Financials,3.8786832817,452.4894393198,1207.8457398573
Invesco Ltd.,12681,26,Financials,3.8287381733,449.1851960507,1196.230230663
Franklin Resources Inc.,31767,28,Financials,6.0599217817,470.6036197143,1186.4685649848
Northern Trust Corporation,13053,28,Financials,3.8844907002,484.613378099,1173.8646532971
JPMorgan Chase & Co.,184773,29,Financials,14.6149782073,487.4414841693,1200.1160531255
"BlackRock, Inc.",42698,29,Financials,7.0255880893,495.3953442282,1178.9219157667
"IntercontinentalExchange, Inc.",11349,29,Financials,3.6220773045,477.2335937511,1178.0940580578
Capital One Financial Corp.,31996,31,Financials,6.0817247554,521.4782738372,1200.7331466438
"SunTrust Banks, Inc.",15330,31,Financials,4.2096888246,512.8050167077,1193.5051549353
"NYSE Euronext, Inc.",9121,31,Financials,3.2471335051,515.4967405054,1185.4888918524
"The Goldman Sachs Group, Inc.",69111,32,Financials,8.9382501643,553.4132921628,1197.6504892856
Discover Financial Services,21654,32,Financials,5.0032013751,551.7769009172,1182.8027194665
People's United Financial Inc.,4363,32,Financials,2.2458023065,543.9389456575,1180.2362253683
Moody's Corp.,11803,33,Financials,3.6938148302,541.7631576442,1189.3024427796
"The Nasdaq OMX Group, Inc.",4805,33,Financials,2.3568156483,550.9201261508,1174.490601312
"T. Rowe Price Group, Inc.",19197,34,Financials,4.7108101214,586.0250292731,1204.7847546159
Fifth Third Bancorp,14170,35,Financials,4.0472855101,581.0125382163,1193.4472327366
"The McGraw-Hill Companies, Inc.",14632,36,Financials,4.1127353428,618.9267369374,1197.4774745148
Legg Mason Inc.,4053,37,Financials,2.1645479898,614.0423274578,1190.0443852713
Bank of America Corporation,132141,40,Financials,12.3594092092,690.6233053533,1200.9105474111
Morgan Stanley,42628,41,Financials,7.0198267785,684.0709383599,1181.6145185762
The Charles Schwab Corporation,21524,41,Financials,4.9881603823,672.7890387834,1188.9040101342
BB&T Corporation,21263,42,Financials,4.9578249263,718.703360319,1206.2785195619
Comerica Incorporated,6493,42,Financials,2.7396912235,707.2057009061,1200.5866136242
CME Group Inc.,20098,43,Financials,4.8200921153,714.6179347344,1196.3060946705
The Bank of New York Mellon Corporation,31942,52,Financials,6.0765904914,936.475507084,1195.7829535418
"Hudson City Bancorp, Inc.",4210,65,Financials,2.2060734349,923.1562356524,1190.4153295499
SLM Corporation,9026,74,Financials,3.2301789424,929.2719575572,1188.4121433037
Range Resources Corporation,12853,0,Energy,3.854616453,19.4855904127,1296.1686806639
"QEP Resources, Inc.",5534,2,Energy,2.5292892282,52.789224151,1298.3652625044
Cabot Oil & Gas Corporation,14410,4,Energy,4.0814164208,85.1543023489,1306.9006157927
Denbury Resources Inc.,6710,5,Energy,2.7850960486,79.3130667035,1301.633086533
Southwestern Energy Co.,13097,5,Energy,3.8910322538,89.8914671171,1299.2822634097
Pioneer Natural Resources Co.,16066,7,Energy,4.3095586781,119.4514855857,1295.5154847715
Valero Energy Corporation,23339,8,Energy,5.194216399,152.9674160158,1294.3277655386
Marathon Petroleum Corporation,27580,12,Energy,5.6464572964,211.973930843,1306.9130359874
"EOG Resources, Inc.",34502,12,Energy,6.3154027583,224.4127391829,1293.9103141212
Spectra Energy Corp.,20289,15,Energy,4.842941668,253.5812171238,1299.3419585944
"Helmerich & Payne, Inc.",6536,15,Energy,2.7487480787,250.0508342596,1291.5106799665
"Williams Companies, Inc.",25392,16,Energy,5.4178549261,280.8271710021,1292.5830842961
Phillips 66,39455,17,Energy,6.7535161213,288.4998350695,1303.2872574014
Noble Corp.,9565,17,Energy,3.3252278117,284.5511157779,1283.5808464009
Ensco plc,13677,18,Energy,3.976256028,319.1004240443,1301.5177245183
CONSOL Energy Inc.,7595,19,Energy,2.9630761043,316.7782794826,1291.5788028458
Schlumberger Limited,99773,20,Energy,10.7395338819,356.0476895525,1290.5756169864
Peabody Energy Corp.,5484,20,Energy,2.5178371671,348.3093402507,1278.6021992148
"Noble Energy, Inc.",20649,22,Energy,4.8857183709,386.6150856779,1294.6967780596
Tesoro Corporation,7416,24,Energy,2.9279508193,415.9144581937,1292.1296005203
"FMC Technologies, Inc.",12534,24,Energy,3.8064818402,418.9669499871,1302.0186994525
"Diamond Offshore Drilling, Inc.",9580,26,Energy,3.3278341305,448.8998406253,1292.7050685505
Cameron International Corporation,15476,26,Energy,4.2296874589,452.5007244043,1302.2464593626
Halliburton Company,35759,28,Energy,6.4294170809,481.4657417428,1291.1004733238
Anadarko Petroleum Corporation,43985,28,Energy,7.1306843991,487.6806462989,1304.2665726653
Nabors Industries Ltd.,4595,32,Energy,2.3047385969,550.6623488649,1276.3538707257
Occidental Petroleum Corporation,65354,33,Energy,8.6919056599,554.8778400835,1287.5840548849
Rowan Companies plc,4153,33,Energy,2.1910883141,544.3827046449,1279.1781153089
Murphy Oil Corporation,12145,34,Energy,3.7469480914,586.1202604721,1296.2216097879
Apache Corp.,29247,36,Energy,5.8145964606,623.5922451857,1269.5712412422
"WPX Energy, Inc.",3405,36,Energy,1.9839808467,601.8738977848,1281.2960771575
Exxon Mobil Corporation,396968,37,Energy,21.421834842,623.1972857383,1297.8019264587
"National Oilwell Varco, Inc.",28939,37,Energy,5.7838986851,607.9448181654,1274.076930032
Chevron Corporation,228869,39,Energy,16.2656867055,662.0825246754,1284.0631287105
Baker Hughes Incorporated,19776,44,Energy,4.7813236661,753.7510464102,1294.837779492
Hess Corporation,24530,52,Energy,5.3250990601,931.8275287172,1288.4582486619
Marathon Oil Corporation,23252,58,Energy,5.1845262079,921.9439836542,1294.3556555736
ConocoPhillips,72417,74,Energy,9.149538349,940.8477057197,1301.030796155
Sprint Nextel Corp.,18968,0,Telecom,4.6826283218,19.3311426101,1393.7717496618
"MetroPCS Communications, Inc.",4115,1,Telecom,2.1810410358,19.4100958067,1385.9095211318
Verizon Communications Inc.,141285,9,Telecom,12.779884976,153.762653743,1385.0441058599
Frontier Communications Corporation,4070,12,Telecom,2.1690827555,218.9314261157,1398.2532284793
Windstream Corporation,4979,14,Telecom,2.3991090013,252.2353946724,1397.7622991095
"CenturyLink, Inc.",22630,18,Telecom,5.1147121131,319.8811438272,1393.1959656005
"AT&T, Inc.",206594,26,Telecom,15.4538883133,457.0954312293,1382.8683194767
