name,capital,tax_rate,sector,radius,x,y
Harris Corporation,5049,34,Information technology,2.4159147336,582.7954561277,151.045533265
CH Robinson Worldwide Inc.,9523,34,Industrials,3.3179192275,578.1196997851,168.9427198183
Hormel Foods Corporation,10674,34,Consumer products,3.512711773,594.4654250039,186.5047394973
Jacobs Engineering Group Inc.,7036,34,Industrials,2.8519495087,564.9996941084,164.0786483875
The J. M. Smucker Company,10543,34,Consumer products,3.4910898012,568.5928040916,180.7269607703
"Patterson Companies, Inc.",3961,34,Health care,2.1398401809,571.0635436838,150.3677398849
Pall Corporation,7439,34,Industrials,2.9324876811,571.1679388644,166.8143992737
TripAdvisor Inc.,6957,34,Retailers,2.83589351,579.2457519124,156.1834893114
Reynolds American Inc.,24706,35,Consumer products,5.3441684105,591.4033029496,220.811788552
The AES Corporation,9389,35,Utilities,3.2944929807,572.4732980534,173.7480791771
Express Scripts Holding Company,46959,35,Health care,7.3678086294,568.717755282,235.0354630793
"Marsh & McLennan Companies, Inc.",20532,35,Insurance,4.8718571408,567.741091644,212.3820523749
CA Technologies,11079,35,Information technology,3.5787321777,566.2553366705,189.0307830444
"W.W. Grainger, Inc.",15643,35,Industrials,4.2524472954,588.1850513093,202.5078102892
Fifth Third Bancorp,14170,35,Financials,4.0472855101,586.7669098437,182.7751455795
Ross Stores Inc.,13052,35,Retailers,3.8843419005,591.2089244373,193.948200816
"Beam, Inc.",9808,35,Consumer products,3.3672018057,586.5518030364,168.3147845385
"PetSmart, Inc.",6512,35,Retailers,2.7436967762,576.0183332536,162.2225645226
"Total System Services, Inc.",4510,35,Information technology,2.2833221411,573.2018932961,155.3694224829
Urban Outfitters Inc.,5949,35,Retailers,2.622411867,570.1148264443,160.3841634406
Molex Incorporated,4604,35,Information technology,2.3069945817,576.4728889982,150.7175180627
Apache Corp.,29247,36,Energy,5.8145964606,614.20712178,167.949104923
"United Parcel Service, Inc.",78736,36,Industrials,9.5403781896,599.0983945817,173.6415689413
"Dominion Resources, Inc.",34641,36,Utilities,6.3281115667,625.5525801194,173.9541088704
"The McGraw-Hill Companies, Inc.",14632,36,Financials,4.1127353428,616.339822892,157.3064519467
"Tyson Foods, Inc.",8427,36,Consumer products,3.1211555552,618.6474322308,149.4878645038
Expeditors International of Washington Inc.,7535,36,Industrials,2.9513488442,609.5816862371,143.1243420062
"Dollar Tree, Inc.",10563,36,Consumer products,3.4943995192,611.2259941254,150.3646575452
International Game Technology,4289,36,Consumer products,2.2266755489,606.2149373847,137.9557769612
Cintas Corporation,5431,36,Industrials,2.5056408362,623.6236769051,145.1646868685
Equifax Inc.,6862,36,Industrials,2.8164644503,604.2839310855,148.320694315
"WPX Energy, Inc.",3405,36,Energy,1.9839808467,598.3355917909,145.8381965497
Exxon Mobil Corporation,396968,37,Energy,21.421834842,614.5990580144,205.5118447582
"National Oilwell Varco, Inc.",28939,37,Energy,5.7838986851,605.5106059102,158.8706387088
"Best Buy Co., Inc.",8795,37,Retailers,3.1885764849,598.441460013,151.9143413967
"Automatic Data Processing, Inc.",31167,37,Information technology,6.0024205118,591.4080514182,159.0600326673
"Fiserv, Inc.",11436,37,Information technology,3.6359339928,625.1167014043,153.7141980517
"Republic Services, Inc.",11781,37,Industrials,3.6903707131,591.4359655037,148.3056389576
"Whole Foods Market, Inc.",15520,37,Retailers,4.2356959287,624.1635601099,162.4934929788
Robert Half International Inc.,4993,37,Industrials,2.4024795525,615.9077230302,143.6120066105
Legg Mason Inc.,4053,37,Financials,2.1645479898,603.3220202244,142.4900966609
CVS Caremark Corporation,69489,38,Retailers,8.9626605425,637.6517907376,184.7091458354
"Lorillard, Inc.",15598,38,Consumer products,4.2463264123,656.8785793199,168.2416938783
Bed Bath & Beyond Inc.,14440,38,Retailers,4.0856627369,650.4982479557,161.5683113434
Genuine Parts Company,12061,38,Consumer products,3.7339678627,660.1232495236,159.9406801529
Tiffany & Co.,9014,38,Retailers,3.2280309788,653.0449852688,153.6630299268
Fastenal Company,14918,38,Industrials,4.1527350024,646.7564221976,169.9895712245
Abercrombie & Fitch Co.,3867,38,Retailers,2.1142970463,638.9708233066,157.0309504842
CarMax Inc.,9670,38,Retailers,3.3434293772,642.0405760461,162.7006481507
Iron Mountain Inc.,6929,38,Industrials,2.8301809129,644.8140748067,156.0896040372
PerkinElmer Inc.,3807,38,Health care,2.0978303077,639.1946410133,151.8050953076
Chevron Corporation,228869,39,Energy,16.2656867055,651.8457671613,206.506603745
Lowe's Companies Inc.,42430,39,Retailers,7.0035048369,653.7167475716,179.8942788678
Humana Inc.,12327,39,Health care,3.7749188071,633.1121644624,161.55251458
Allergan Inc.,33550,39,Pharma,6.2276640886,666.1706938866,186.6601059515
The Hershey Company,19103,39,Consumer products,4.6992624953,636.9422910998,170.1585094201
"Dr Pepper Snapple Group, Inc.",9521,39,Consumer products,3.317570798,633.020874659,153.488473563
"The Home Depot, Inc.",105799,40,Retailers,11.0590977932,674.7629392083,223.1644923308
Bank of America Corporation,132141,40,Financials,12.3594092092,699.3049823282,201.4373924948
The Dow Chemical Company,37065,40,Materials,6.5457726817,675.3419063504,176.4301958782
"The Gap, Inc.",17146,40,Retailers,4.4520530096,666.4346126673,168.4389383163
Nordstrom Inc.,10825,40,Retailers,3.5374708479,688.6626434,161.3114106017
"ConAgra Foods, Inc.",14421,40,Consumer products,4.0829739162,682.7817323847,167.5952048979
The Clorox Company,11441,40,Consumer products,3.6367287499,674.6576227109,164.6415247899
Monster Beverage Corporation,8610,40,Consumer products,3.154862913,668.4670898649,159.9307237351
Pentair Ltd.,10811,40,Industrials,3.5351825978,680.783424855,159.2367400134
News Corp.,73032,41,Consumer products,9.1883073523,677.0356189418,198.5530472047
Morgan Stanley,42628,41,Financials,7.0198267785,687.8331408735,183.8808026153
The Charles Schwab Corporation,21524,41,Financials,4.9881603823,692.278658696,170.7347261128
BB&T Corporation,21263,42,Financials,4.9578249263,717.5704430731,172.6076067029
Coventry Health Care Inc.,6503,42,Health care,2.7418001386,709.0088479404,167.5170910285
Assurant Inc.,3614,42,Insurance,2.0439628177,704.4991104757,157.6537759202
Comerica Incorporated,6493,42,Financials,2.7396912235,722.3236973795,161.7402291298
Pfizer Inc.,209533,43,Pharma,15.5634234023,726.6153302114,192.1949241512
Altria Group Inc.,70631,43,Consumer products,9.0360077468,704.3384234839,179.6088520314
Newmont Mining Corporation,19378,43,Materials,4.732966089,701.0462953304,164.6172880629
CME Group Inc.,20098,43,Financials,4.8200921153,727.5355145754,168.5290323226
Safeway Inc.,6072,43,Retailers,2.6493833245,712.176306106,156.6420564258
"SAIC, Inc.",4736,43,Information technology,2.3398324726,708.4113740503,161.3474952443
"Fidelity National Information Services, Inc.",11532,43,Information technology,3.6511631024,715.109145711,163.3237397856
Baker Hughes Incorporated,19776,44,Energy,4.7813236661,745.071838342,175.8420488944
Sysco Corporation,20017,44,Consumer products,4.8103692166,747.2522534248,186.6892344171
Apollo Group Inc.,1875,44,Consumer products,1.4722431864,741.5559944329,182.1559684591
Visa Inc.,109944,45,Information technology,11.2736535338,752.7084563775,202.8760910964
Northrop Grumman Corporation,16888,47,Industrials,4.4184304906,781.9687123625,207.122354745
Alcoa Inc.,8972,47,Materials,3.2205018243,774.8313621319,198.240932057
Avon Products Inc.,8906,48,Consumer products,3.2086346006,807.963494645,200.17999034
Life Technologies Corporation,11168,48,Health care,3.5930777893,814.6554343627,207.9761560016
Hess Corporation,24530,52,Energy,5.3250990601,912.1892170106,200.3395455021
The Bank of New York Mellon Corporation,31942,52,Financials,6.0765904914,920.7284653695,209.3304672101
SanDisk Corp.,13444,52,Information technology,3.9422409871,913.0449966382,180.1476101635
"Mondelez International, Inc.",53767,53,Consumer products,7.8838221695,923.7417957842,223.9818712602
Constellation Brands Inc.,8921,53,Consumer products,3.2113355477,913.4301919672,171.8113594698
"Owens-Illinois, Inc.",4207,56,Materials,2.2052872829,934.1569437492,163.1997208917
Marathon Oil Corporation,23252,58,Energy,5.1845262079,922.2463597481,184.6817219683
"Actavis, Inc.",12565,64,Pharma,3.8111861671,937.8710674306,173.0142131324
TE Connectivity Ltd.,17340,65,Information technology,4.4771687482,912.7691386413,189.5598441155
"Hudson City Bancorp, Inc.",4210,65,Financials,2.2060734349,919.8243743493,169.170783476
Freeport-McMoRan Copper & Gold Inc.,30791,66,Materials,5.9661039213,923.9291519376,196.7054660682
Vulcan Materials Company,6358,68,Materials,2.7110603092,931.773646679,168.6104471578
"Harman International Industries, Incorporated",2906,72,Consumer products,1.8328491482,918.0409808049,164.4672777054
ConocoPhillips,72417,74,Energy,9.149538349,937.3022824321,187.7153721562
SLM Corporation,9026,74,Financials,3.2301789424,919.8319769543,175.5974418024
"Motorola Solutions, Inc.",17202,80,Information technology,4.4593174366,928.5031808252,176.0807955233
AutoNation Inc.,5119,85,Retailers,2.4326043657,925.4448581697,168.8263203909
Jabil Circuit Inc.,3670,88,Information technology,2.0597378474,928.19896226,164.0808426624
Goodyear Tire & Rubber Co.,3052,92,Consumer products,1.8783269151,922.7467951385,164.2673493184
